,Selamat,PCLASS,Gender,Umur,SIBSA,PARCA,Tarif,Male
685,True,3,True,18,0,0,7.7958,True
686,False,1,False,15,0,1,211.3375,False
687,False,1,True,31,1,0,57.0,True
688,False,3,False,4,0,1,13.4167,False
689,False,3,True,37,0,0,56.4958,True
690,True,3,True,25,0,0,7.225,True
691,True,1,True,60,0,0,26.55,True
692,True,2,True,52,0,0,13.5,True
693,True,3,True,44,0,0,8.05,True
694,False,3,False,19,0,0,7.7333,False
695,True,1,True,49,1,1,110.8833,True
696,True,3,True,42,0,0,7.65,True
697,False,1,False,18,1,0,227.525,False
698,False,1,True,35,0,0,26.2875,True
699,True,3,False,18,0,1,14.4542,False
700,True,3,True,25,0,0,7.7417,True
701,True,3,True,26,1,0,7.8542,True
702,True,2,True,39,0,0,26.0,True
703,False,2,False,45,0,0,13.5,False
704,False,1,True,42,0,0,26.2875,True
705,False,1,False,22,0,0,151.55,False
706,False,3,True,4,1,1,15.2458,True
707,False,1,False,24,0,0,49.5042,False
708,True,1,True,41,0,0,26.55,True
709,False,1,True,48,1,0,52.0,True
710,True,3,True,29,0,0,9.4833,True
711,True,2,True,52,0,0,13.0,True
712,True,3,True,19,0,0,7.65,True
713,False,1,False,38,0,0,227.525,False
714,False,2,False,27,0,0,10.5,False
715,True,3,True,33,0,0,7.775,True
716,False,2,False,6,0,1,33.0,False
717,True,3,True,17,1,0,7.0542,True
718,True,2,True,34,0,0,13.0,True
719,True,2,True,50,0,0,13.0,True
720,False,1,True,27,1,0,53.1,True
721,True,3,True,20,0,0,8.6625,True
722,False,2,False,30,3,0,21.0,False
723,False,3,False,28,0,0,7.7375,False
724,True,2,True,25,1,0,26.0,True
725,True,3,False,25,1,0,7.925,False
726,False,1,False,29,0,0,211.3375,False
727,True,3,True,11,0,0,18.7875,True
728,True,2,True,41,0,0,0.0,True
729,True,2,True,23,0,0,13.0,True
730,True,2,True,23,0,0,13.0,True
731,True,3,True,28,0,0,16.1,True
732,True,3,False,48,1,3,34.375,False
733,False,1,True,35,0,0,512.3292,True
734,True,3,True,20,0,0,7.8958,True
735,True,3,True,32,0,0,7.8958,True
736,False,1,True,45,0,0,30.0,True
737,True,1,True,36,1,0,78.85,True
738,False,1,False,21,2,2,262.375,False
739,True,3,True,24,1,0,16.1,True
740,False,3,True,31,0,0,7.925,True
741,True,1,True,70,1,1,71.0,True
742,True,3,True,16,1,1,20.25,True
743,False,2,False,30,0,0,13.0,False
744,True,1,True,19,1,0,53.1,True
745,True,3,True,31,0,0,7.75,True
746,False,2,False,4,1,1,23.0,False
747,False,3,True,6,0,1,12.475,True
748,True,3,True,33,0,0,9.5,True
749,True,3,True,23,0,0,7.8958,True
750,False,2,False,48,1,2,65.0,False
751,False,2,True,0,1,1,14.5,True
752,True,3,True,28,0,0,7.7958,True
753,True,2,True,18,0,0,11.5,True
754,True,3,True,34,0,0,8.05,True
755,False,1,False,33,0,0,86.5,False
756,True,3,True,23,0,0,14.5,True
757,True,3,True,41,0,0,7.125,True
758,False,3,True,20,0,0,7.2292,True
759,False,1,False,36,1,2,120.0,False
760,True,3,True,16,0,0,7.775,True
761,False,1,False,51,1,0,77.9583,False
762,True,1,True,46,0,0,39.6,True
763,True,3,False,30,0,0,7.75,False
764,True,3,True,28,1,0,24.15,True
765,True,3,True,32,0,0,8.3625,True
766,True,3,True,24,0,0,9.5,True
767,True,3,True,48,0,0,7.8542,True
768,True,2,False,57,0,0,10.5,False
769,True,3,True,29,0,0,7.225,True
770,False,2,False,54,1,3,23.0,False
771,True,3,True,18,0,0,7.75,True
772,True,3,True,20,0,0,7.75,True
773,False,3,False,5,0,0,12.475,False
774,True,3,True,22,0,0,7.7375,True
775,False,1,False,43,0,1,211.3375,False
776,False,3,False,13,0,0,7.2292,False
777,False,1,False,17,1,0,57.0,False
778,True,1,True,29,0,0,30.0,True
779,True,3,True,35,1,2,23.45,True
780,True,3,True,25,0,0,7.05,True
781,True,3,True,25,0,0,7.25,True
782,False,3,False,18,0,0,7.4958,False
783,True,3,True,8,4,1,29.125,True
784,False,3,True,1,1,2,20.575,True
785,True,1,True,46,0,0,79.2,True
786,True,3,True,20,0,0,7.75,True
787,True,2,True,16,0,0,26.0,True
788,True,3,False,21,8,2,69.55,False
789,True,1,True,43,0,0,30.6958,True
790,True,3,True,25,0,0,7.8958,True
791,True,2,True,39,0,0,13.0,True
792,False,1,False,49,0,0,25.9292,False
793,False,3,False,31,0,0,8.6833,False
794,True,3,True,30,0,0,7.2292,True
795,True,3,False,30,1,1,24.15,False
796,True,2,True,34,0,0,13.0,True
797,False,2,False,31,1,1,26.25,False
798,False,1,True,11,1,2,120.0,True
799,False,3,True,0,0,1,8.5167,True
800,False,3,True,27,0,0,6.975,True
801,True,3,True,31,0,0,7.775,True
802,True,1,True,39,0,0,0.0,True
803,True,3,False,18,0,0,7.775,False
804,True,2,True,39,0,0,13.0,True
805,False,1,False,33,1,0,53.1,False
806,True,3,True,26,0,0,7.8875,True
807,True,3,True,39,0,0,24.15,True
808,True,2,True,35,0,0,10.5,True
809,True,3,False,6,4,2,31.275,False
810,True,3,True,30,0,0,8.05,True
811,True,1,True,39,0,0,0.0,True
812,True,3,False,23,0,0,7.925,False
813,True,2,True,31,1,1,37.0042,True
814,True,3,True,43,0,0,6.45,True
815,True,3,True,10,3,2,27.9,True
816,False,1,False,52,1,1,93.5,False
817,False,3,True,27,0,0,8.6625,True
818,True,1,True,38,0,0,0.0,True
819,False,3,False,27,0,1,12.475,False
820,True,3,True,2,4,1,39.6875,True
821,True,3,True,36,0,0,6.95,True
822,True,3,True,23,0,0,56.4958,True
823,False,2,True,1,0,2,37.0042,True
824,False,3,True,19,0,0,7.75,True
825,False,1,False,62,0,0,80.0,False
826,False,3,False,15,1,0,14.4542,False
827,False,2,True,0,1,1,18.75,True
828,True,3,True,30,0,0,7.2292,True
829,True,3,True,23,0,0,7.8542,True
830,True,3,True,18,0,0,8.3,True
831,False,1,False,39,1,1,83.1583,False
832,True,3,True,21,0,0,8.6625,True
833,True,3,True,20,0,0,8.05,True
834,False,3,True,32,0,0,56.4958,True
835,False,1,True,29,0,0,29.7,True
836,True,3,True,20,0,0,7.925,True
837,True,2,True,16,0,0,10.5,True
838,False,1,False,30,0,0,31.0,False
839,True,3,True,34,0,0,6.4375,True
840,True,3,True,17,0,0,8.6625,True
841,True,3,True,42,0,0,7.55,True
842,True,3,True,18,8,2,69.55,True
843,True,3,True,35,0,0,7.8958,True
844,True,2,True,28,0,1,33.0,True
845,False,1,False,40,1,0,89.1042,False
846,True,3,True,4,4,2,31.275,True
847,True,3,True,74,0,0,7.775,True
848,True,3,False,9,1,1,15.2458,False
849,False,1,False,16,0,1,39.4,False
850,True,2,False,44,1,0,26.0,False
851,False,3,False,18,0,1,9.35,False
852,False,1,False,45,1,1,164.8667,False
853,False,1,True,51,0,0,26.55,True
854,False,3,False,24,0,3,19.2583,False
855,True,3,True,30,0,0,7.2292,True
856,True,3,True,41,2,0,14.1083,True
857,True,2,True,21,1,0,11.5,True
858,False,1,False,48,0,0,25.9292,False
859,True,3,False,14,8,2,69.55,False
860,True,2,True,24,0,0,13.0,True
861,False,2,False,42,0,0,13.0,False
862,False,2,False,27,1,0,13.8583,False
863,True,1,True,31,0,0,50.4958,True
864,True,3,True,23,0,0,9.5,True
865,False,3,True,4,1,1,11.1333,True
866,True,3,True,26,0,0,7.8958,True
867,False,1,False,47,1,1,52.5542,False
868,True,1,True,33,0,0,5.0,True
869,True,3,True,47,0,0,9.0,True
870,False,2,False,28,1,0,24.0,False
871,False,3,False,15,0,0,7.225,False
872,True,3,True,20,0,0,9.8458,True
873,True,3,True,19,0,0,7.8958,True
874,True,3,True,23,0,0,7.8958,True
875,False,1,False,56,0,1,83.1583,False
876,False,2,False,25,0,1,26.0,False
877,True,3,True,33,0,0,7.8958,True
878,True,3,False,22,0,0,10.5167,False
879,True,2,True,28,0,0,10.5,True
880,True,3,True,25,0,0,7.05,True
881,True,3,False,39,0,5,29.125,False
882,True,2,True,27,0,0,13.0,True
883,False,1,False,19,0,0,30.0,False
884,True,3,False,7,1,2,23.45,False
885,False,1,True,26,0,0,30.0,True
886,True,3,True,32,0,0,7.75,True
